up_hydrosequence,down_hydrosequence,up_id3dhp,down_id3dhp,from_huc12,to_huc12,up_feature_type,down_feature_type,up_physicality,down_physicality,up_source_generation,down_source_generation,transition_class,transition_id
3401323,3373359,7TTA2,OWWF,041000090203,041000090206,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3401323->3373359
6658426,6639286,7TTCR,A4HYF,041000060104,041000060106,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6658426->6639286
6964260,6945482,7VUV5,2HUFS,041000050203,041000050104,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6964260->6945482
7700955,7683590,7VUW8,3U9BJ,041000050101,041000050102,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7700955->7683590
13416860,13407333,7VYGG,80TMX,041000030403,041000030404,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13416860->13407333
6964229,6945453,80HKS,A1FX0,041000071204,041000071205,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6964229->6945453
9724698,9710821,80HL0,B978T,041000040401,041000071201,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9724698->9710821
13539946,13530571,80IRN,98ALD,041000040406,041000040403,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13539946->13530571
6523965,6504667,80PTU,1OST7,041000050106,041000050104,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6523965->6504667
7700942,7683579,80Q0W,DYP1V,041000050102,041000050103,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7700942->7683579
9933163,9919290,80U8H,51XYQ,041000040605,041000030806,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,9933163->9919290
11816478,11805710,80UG1,CCG5S,041000030802,041000030506,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11816478->11805710
12286031,12275380,83JNB,2AYVE,041000030306,041000030501,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12286031->12275380
4812685,4790591,83JOM,41WYW,041000060502,041000060503,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4812685->4790591
6113948,6094184,852ZV,B7EUQ,041000060202,041000060205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6113948->6094184
7437863,7420471,85CDB,GXJPD,041000071203,041000071205,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7437863->7420471
11719018,11708181,85D22,48K8X,041000040406,041000040408,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,11719018->11708181
10365672,10352573,85D8G,AKWYL,041000040604,041000040602,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10365672->10352573
13972584,13964352,85OGR,64RVW,041000030401,041000030405,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13972584->13964352
11892002,11881343,85OH3,AGD9V,041000030705,041000030704,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11892002->11881343
11686412,11675504,85OS4,80TXC,041000030703,041000030705,Drainageway,Waterbody Connector,drainageway,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11686412->11675504
12981444,12971436,85OUM,9S2E3,041000030301,041000030203,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12981444->12971436
11784326,11773505,85OZ7,B4OGZ,041000030707,041000030604,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,11784326->11773505
12434951,12424257,85P2P,FGDZ9,041000030602,041000030603,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12434951->12424257
3429111,3401297,88EAK,EB8BW,041000090502,041000090508,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3429111->3401297
8829859,8814114,8A6S5,85CDV,041000071201,041000071204,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,8829859->8814114
7525067,7507577,8A6TE,BSN88,041000071203,041000071205,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7525067->7507577
11697309,11686353,8A82J,C7ZZ,041000040406,041000040408,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,11697309->11686353
7131497,7113032,8AFHV,G9G22,041000050103,041000050105,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7131497->7113032
6094139,6074031,8AFIN,VSKG,041000050106,041000050201,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,6094139->6074031
5265984,5244993,8D92J,CAAZT,041000070701,041000070703,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5265984->5244993
11313195,11301705,8F2EE,AG1ER,041000040501,041000040504,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11313195->11301705
7700941,7683576,8FA96,1TNAL,041000050102,041000050103,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7700941->7683576
12571832,12561648,8FDSR,EWW8N,041000030502,041000030604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12571832->12561648
14139775,14132034,8FEGF,85PA1,041000030402,041000030405,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,14139775->14132034
13121077,13111188,8I4AG,DI2R7,041000040106,041000040205,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,13121077->13111188
9433582,9419532,8JXCL,8JXCD,041000071204,041000071201,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9433582->9419532
10741259,10728563,8JY7U,2CS3D,041000071202,041000040601,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,10741259->10728563
12519971,12509355,8JYUB,4WSAQ,041000040407,041000040501,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12519971->12509355
6964255,6945475,8K5XI,FUUXS,041000050106,041000050105,Canal,Canal,canal,canal,migrated_nhd,migrated_nhd,physical_hydrography,6964255->6945475
7020331,7001717,8K5YK,GSWSG,041000050103,041000050105,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,7020331->7001717
11153213,11141721,8K9L8,4NERR,041000030802,041000030803,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11153213->11141721
13180580,13170661,8K9WY,3KOP9,041000030301,041000030203,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13180580->13170661
12115792,12105179,8KA81,2MS8Q,041000030702,041000030701,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12115792->12105179
5073821,5052268,8MZ0Z,7YOJP,041000070703,041000070806,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5073821->5052268
5307591,5286799,8MZ1X,2KNU1,041000071003,041000071004,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,5307591->5286799
7075811,7057280,8OSC1,E3BJ5,041000071204,041000071205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7075811->7057280
9752464,9738593,8OSZ1,C2ELX,041000040604,041000040602,Waterbody Connector,Surface Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9752464->9738593
11870522,11859671,8P4E1,8P4FA,041000030801,041000030604,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11870522->11859671
12052076,12041262,8P4EQ,6XWUP,041000030704,041000030706,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12052076->12041262
11708272,11697411,8P4FR,BO4EK,041000030707,041000030702,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,11708272->11697411
13620900,13612189,8P51R,9N77E,041000030404,041000030603,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13620900->13612189
532924,338009,8RUIQ,9BC33,041000090804,041000090904,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,532924->338009
5286796,5265999,8RUL2,5EBPR,041000080605,041000070905,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5286796->5265999
7472699,7455305,8RUNS,BVP19,041000070302,041000070304,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7472699->7455305
4680409,4658273,8RUON,CK0EX,041000071005,041000071209,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,4680409->4658273
13349076,13339204,8RUOX,264LP,041000040104,041000040106,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,13349076->13339204
7507580,7490031,8TNHI,DYGFM,041000071203,041000071205,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7507580->7490031
7612965,7595242,8TNK5,5PTP7,041000071203,041000071202,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,7612965->7595242
11450396,11439057,8TO7K,56FPA,041000040504,041000040502,Surface Connector,Channel Line,authoritative_network_connector,physical_channel,migrated_nhd,migrated_nhd,authoritative_network_connector,11450396->11439057
9585681,9571677,8TO8K,8OT08,041000030806,041000040605,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9585681->9571677
9974550,9960648,8TODP,3U1JH,041000040602,041000040604,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,9974550->9960648
9258925,9244006,8TOE6,CVKJB,041000040604,041000040603,Hydro Unenforced Connector,Hydro Unenforced Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,9258925->9244006
13585456,13576537,8TOSF,EWKPR,041000040402,041000040403,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,13585456->13576537
5554381,5534039,8TW2Y,3Z3H1,041000050106,041000050202,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,5554381->5534039
7131498,7113032,8TW6C,G9G22,041000050103,041000050105,Canal,Channel Line,canal,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7131498->7113032
12643073,12632967,8U02H,D0RB9,041000030502,041000030504,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12643073->12632967
10562683,10549806,8U0DL,15JZA,041000030803,041000030804,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,10562683->10549806
3669185,3643236,8WPZY,91KV1,041000090301,041000090302,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,3669185->3643236
7665996,7648380,8WQ2N,8MZ0P,041000080301,041000080302,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,7665996->7648380
6869385,6850157,8WQ4W,2KNX7,041000060102,041000060103,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6869385->6850157
12338612,12327990,8WQ5U,DI2RA,041000040303,041000040305,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,12338612->12327990
6600757,6581399,8WQ5W,3DPAF,041000070306,041000070402,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,6600757->6581399
6504609,6485255,8WQ60,7AD2V,041000070901,041000070903,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6504609->6485255
7577716,7560117,8YIP9,3P6L4,041000071202,041000071203,Drainageway,Canal,drainageway,canal,migrated_nhd,migrated_nhd,physical_hydrography,7577716->7560117
6388092,6368593,8YIPL,GNSDM,041000050106,041000071205,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,6388092->6368593
12642910,12632813,8YJXF,FPS6X,041000040406,041000040405,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12642910->12632813
12751793,12741902,8YNYR,5EBTB,041000030203,041000030204,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12751793->12741902
12254162,12243606,8YUO6,CCG7Y,041000030703,041000030701,Drainageway,Channel Line,drainageway,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12254162->12243606
12243716,12233082,8YUOZ,AV01N,041000030506,041000030801,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12243716->12233082
8386652,8370010,907FP,CM1RI,041000040606,041000050102,Waterbody Connector,Waterbody Connector,authoritative_network_connector,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,8386652->8370010
3537282,3510582,91KUR,EKZOZ,041000090505,041000090506,Channel Line,Waterbody Connector,physical_channel,authoritative_network_connector,migrated_nhd,migrated_nhd,authoritative_network_connector,3537282->3510582
12801654,12791743,91LF0,6CCCA,041000030102,041000030104,Channel Line,Channel Line,physical_channel,physical_channel,migrated_nhd,migrated_nhd,physical_hydrography,12801654->12791743
