atlas_relationship_id,source_phase,source_artifact,local_relationship_id,source_local_endpoint_id,target_local_endpoint_id,source_atlas_entity_id,target_atlas_entity_id,source_system_id,target_system_id,native_source_system_label,native_target_system_label,normalized_relationship_class,endpoint_role_source,endpoint_role_target,source_join_level,target_join_level,evidence_class,documented_or_inferred,source_id,evidence_strength,confidence,uncertainty_id,directionality,spatial_scale,temporal_basis,scenario_status,inference_basis,uncertainty,suitable_for_visualization,suitable_for_qualitative_reasoning,suitable_for_stress_test_propagation,suitable_for_quantitative_aggregation,Atlas_use,caveat
AR-13B-IDB-022-6813624e,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-022,DID-009,SUR-009,ENT-INFECTIOUS-DISEASE-DID-009,ENT-INFECTIOUS-DISEASE-SUR-009,SYS-INFECTIOUS-DISEASE,SYS-INFECTIOUS-DISEASE,,,information / observation,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_wastewater,strong,high,IDBU-011,directed_local_record,sewershed/community/state/regional,current program context,BASELINE_DEPENDENCY,documented_source,"Surveillance intensity, testing, reporting, and laboratory participation change detection opportunity and do not equal incidence or burden.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Observation, reporting, and decision support are not authority, control, or incidence. Local caveat: Wastewater supplies a community-level signal; it does not determine the number of infections or individual exposure."
AR-13B-IDB-023-30203dcd,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-023,SUR-008,INST-001,ENT-INFECTIOUS-DISEASE-SUR-008,ENT-INFECTIOUS-DISEASE-INST-001,SYS-INFECTIOUS-DISEASE,SYS-INFECTIOUS-DISEASE,,,surveillance / detection,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_flu_methods,strong,high,IDBU-011,directed_local_record,national/HHS region/state/stream,2026 weekly program context,BASELINE_DEPENDENCY,documented_source,"Surveillance intensity, testing, reporting, and laboratory participation change detection opportunity and do not equal incidence or burden.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden. Local caveat: Influenza laboratory, outpatient, hospital, and mortality streams have distinct denominators and are not one transmission rate."
AR-13B-IDB-024-2fcd7455,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-024,REF-4,REF-10,SYS-DATA,SYS-GOVERNANCE,SYS-DATA,SYS-GOVERNANCE,,,governance / authority,monitoring/surveillance interface,institutional actor,system-level,system-level,INFERRED,inferred,phase10_coordination_context,moderate,moderate,IDBU-011,role_assignment,program/agency/jurisdiction,2026 context,BASELINE_DEPENDENCY,accepted_layer_plus_project_inference,"Surveillance intensity, testing, reporting, and laboratory participation change detection opportunity and do not equal incidence or burden.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,Inferred relationship retained: Detection can inform response interfaces; surveillance intensity is not disease intensity and response effectiveness is not estimated.
AR-13B-IDB-025-51cf82a2,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-025,EXT-ECOLOGY,EXT-ANIMAL-HOSTS,SYS-ECOLOGY,SYS-ECOLOGY,SYS-ECOLOGY,SYS-ECOLOGY,,,ecological relationship,ecological entity,ecological entity,system-level,system-level,INFERRED,inferred,phase6_ecology_context,limited,limited,IDBU-010,directed_local_record,regional ecology/wildlife/domestic animal,2026 context,BASELINE_DEPENDENCY,accepted_layer_plus_project_inference,"Wildlife, domestic-animal, and occupational interfaces are pathway contexts; animal contact does not establish human infection or disease.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Inferred relationship retained: Generalized host ecology is retained without an animal abundance, contact, or infection estimate."
AR-13B-IDB-026-6a5151fc,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-026,EXT-ANIMAL-HOSTS,DID-010,SYS-ECOLOGY,ENT-INFECTIOUS-DISEASE-DID-010,SYS-ECOLOGY,SYS-INFECTIOUS-DISEASE,,,high-level association,ecological entity,monitoring/surveillance interface,system-level,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_rabies,strong,high,IDBU-010,unspecified_or_associative,wildlife/domestic animal/exposure investigation,current public-health context,BASELINE_DEPENDENCY,documented_source,"Wildlife, domestic-animal, and occupational interfaces are pathway contexts; animal contact does not establish human infection or disease.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Generic association remains local and must not be upgraded to dependency, causation, or risk. Local caveat: Rabies animal contact and potential-exposure pathways are documented; human infection or disease is not inferred."
AR-13B-IDB-027-c9607fdd,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-027,EXT-OCCUPATIONAL-CONTACT,DID-010,EXT-OCCUPATIONAL-CONTACT,ENT-INFECTIOUS-DISEASE-DID-010,,SYS-INFECTIOUS-DISEASE,,,exposure pathway,generalized external interface,monitoring/surveillance interface,conceptual,exact,INFERRED,inferred,s13_cdc_rabies,limited,limited,IDBU-010,directed_local_record,occupational/exposure investigation,current public-health context,BASELINE_DEPENDENCY,documented_source_plus_project_inference,"Wildlife, domestic-animal, and occupational interfaces are pathway contexts; animal contact does not establish human infection or disease.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Inferred relationship retained: Potential contact is not documented exposure, infection, clinical disease, or disease burden."
AR-13B-IDB-028-d5c49300,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-028,DID-010,SUR-010,ENT-INFECTIOUS-DISEASE-DID-010,ENT-INFECTIOUS-DISEASE-SUR-010,SYS-INFECTIOUS-DISEASE,SYS-INFECTIOUS-DISEASE,,,information / observation,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_rabies,strong,high,IDBU-011,directed_local_record,animal-control/veterinary/public-health,current program context,BASELINE_DEPENDENCY,documented_source,"Surveillance intensity, testing, reporting, and laboratory participation change detection opportunity and do not equal incidence or burden.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Observation, reporting, and decision support are not authority, control, or incidence. Local caveat: Animal testing, exposure assessment, and post-exposure prophylaxis are separate response records."
AR-13B-IDB-029-40f322e0,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-029,SUR-010,REF-10,ENT-INFECTIOUS-DISEASE-SUR-010,SYS-GOVERNANCE,SYS-INFECTIOUS-DISEASE,SYS-GOVERNANCE,,,governance / authority,monitoring/surveillance interface,institutional actor,exact,system-level,INFERRED,inferred,phase10_coordination_context,moderate,moderate,IDBU-011,role_assignment,animal/state/exposure investigation,current program context,BASELINE_DEPENDENCY,accepted_layer_plus_project_inference,"Surveillance intensity, testing, reporting, and laboratory participation change detection opportunity and do not equal incidence or burden.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,Inferred relationship retained: Surveillance can inform coordination; a response interface is not proof of complete detection or outcome.
AR-13B-IDB-030-8521c4ba,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-030,SUR-010,INST-001,ENT-INFECTIOUS-DISEASE-SUR-010,ENT-INFECTIOUS-DISEASE-INST-001,SYS-INFECTIOUS-DISEASE,SYS-INFECTIOUS-DISEASE,,,information / observation,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_rabies,moderate,high,IDBU-011,directed_local_record,animal-control/veterinary/public-health,current program context,BASELINE_DEPENDENCY,documented_source,"Surveillance intensity, testing, reporting, and laboratory participation change detection opportunity and do not equal incidence or burden.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Observation, reporting, and decision support are not authority, control, or incidence. Local caveat: Animal surveillance and human case surveillance remain distinct streams."
AR-13B-IDB-031-b7e1731b,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-031,EXT-HEALTHCARE,DID-011,SYS-INFECTIOUS-DISEASE,ENT-INFECTIOUS-DISEASE-DID-011,SYS-INFECTIOUS-DISEASE,SYS-INFECTIOUS-DISEASE,,,surveillance / detection,monitoring/surveillance interface,monitoring/surveillance interface,system-level,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_nhsn,strong,high,IDBU-012,directed_local_record,facility/state/regional/national,current program context,BASELINE_DEPENDENCY,documented_source,Healthcare facility presence creates a care and detection interface; it does not establish facility-level disease burden.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden. Local caveat: Healthcare presence != facility-level disease burden; healthcare-associated infection surveillance is a facility reporting interface."
AR-13B-IDB-032-b14b688d,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-032,EXT-HEALTHCARE,DID-012,SYS-INFECTIOUS-DISEASE,ENT-INFECTIOUS-DISEASE-DID-012,SYS-INFECTIOUS-DISEASE,SYS-INFECTIOUS-DISEASE,,,surveillance / detection,monitoring/surveillance interface,monitoring/surveillance interface,system-level,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_ar,moderate,moderate,IDBU-012,directed_local_record,facility/state/regional/national,current program context,BASELINE_DEPENDENCY,documented_source,Healthcare facility presence creates a care and detection interface; it does not establish facility-level disease burden.,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Surveillance or detection does not establish incidence, absence, transmission, or disease burden. Local caveat: Generalized AR surveillance is retained without transferring national estimates to the Western Basin or ranking facilities."
AR-13B-IDB-033-e5b1cd26,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-033,EXT-INFRASTRUCTURE,EXT-HEALTHCARE,EXT-INFRASTRUCTURE,SYS-INFECTIOUS-DISEASE,,SYS-INFECTIOUS-DISEASE,,,operational dependency,generalized external interface,monitoring/surveillance interface,conceptual,system-level,INFERRED,inferred,phase3_energy_context,limited,limited,IDBU-013,directed_local_record,regional/generalized infrastructure,2026 context,BASELINE_DEPENDENCY,accepted_layer_plus_project_inference,"Energy and communications dependencies may affect continuity of healthcare or surveillance functions, but no outage probability or health outcome is modeled.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Inferred relationship retained: Energy dependency is a continuity interface only; no outage probability, facility performance, disease burden, or health outcome is modeled."
AR-13B-IDB-034-89f92660,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-034,DID-011,SUR-011,ENT-INFECTIOUS-DISEASE-DID-011,ENT-INFECTIOUS-DISEASE-SUR-011,SYS-INFECTIOUS-DISEASE,SYS-INFECTIOUS-DISEASE,,,information / observation,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_nhsn,strong,high,IDBU-011,directed_local_record,facility/state/regional/national,current program context,BASELINE_DEPENDENCY,documented_source,"Surveillance intensity, testing, reporting, and laboratory participation change detection opportunity and do not equal incidence or burden.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Observation, reporting, and decision support are not authority, control, or incidence. Local caveat: NHSN provides standardized facility reporting context; it is not a community-incidence denominator."
AR-13B-IDB-035-fe24437d,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-035,DID-012,SUR-012,ENT-INFECTIOUS-DISEASE-DID-012,ENT-INFECTIOUS-DISEASE-SUR-012,SYS-INFECTIOUS-DISEASE,SYS-INFECTIOUS-DISEASE,,,information / observation,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,s13_cdc_ar,moderate,moderate,IDBU-011,directed_local_record,facility/state/regional/national,current program context,BASELINE_DEPENDENCY,documented_source,"Surveillance intensity, testing, reporting, and laboratory participation change detection opportunity and do not equal incidence or burden.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Observation, reporting, and decision support are not authority, control, or incidence. Local caveat: AMR observations are a generalized detection/response interface; national estimates are not regional observations."
AR-13B-IDB-036-9e40dd0f,13B,data/processed/analysis/infectious_disease_dependency_register.csv,IDB-036,SUR-011,REF-10,ENT-INFECTIOUS-DISEASE-SUR-011,SYS-GOVERNANCE,SYS-INFECTIOUS-DISEASE,SYS-GOVERNANCE,,,governance / authority,monitoring/surveillance interface,institutional actor,exact,system-level,INFERRED,inferred,phase10_coordination_context,moderate,moderate,IDBU-014,role_assignment,facility/state/regional/program,current program context,BASELINE_DEPENDENCY,accepted_layer_plus_project_inference,"County, sewershed, facility, watershed, program, and generalized regional scales remain distinct and are not downscaled to neighborhoods or individuals.",YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,Inferred relationship retained: Surveillance can support coordination and infection-control interfaces; it does not establish facility-level prevalence or response effectiveness.
AR-4B-IDE-A-001-1873f355,4B,data/processed/networks/information_dependency_edges.csv,IDE-A-001,OBS-SNS-GLOS-TOLEDO-CRIB,OBS-DAT-GLOS-ERDDAP-CRIB,ENT-DATA-OBS-SNS-GLOS-TOLEDO-CRIB,ENT-DATA-OBS-DAT-GLOS-ERDDAP-CRIB,SYS-DATA,SYS-DATA,,,information / observation,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,phase4a_glos_crib,,high,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,documented,unknown,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Observation, reporting, and decision support are not authority, control, or incidence. Local caveat: Public station observations are exposed through the public ERDDAP product; measurement cadence and current station operation are not inferred."
AR-4B-IDE-A-002-b59c96ac,4B,data/processed/networks/information_dependency_edges.csv,IDE-A-002,OBS-NET-NOAA-GLERL-HAB,OBS-MOD-NOAA-HAB-FORECAST,ENT-DATA-OBS-NET-NOAA-GLERL-HAB,ENT-DATA-OBS-MOD-NOAA-HAB-FORECAST,SYS-DATA,SYS-DATA,,,unresolved / unclassified,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,phase4a_glerl_hab,,high,,unspecified_or_associative,system-level,2026 baseline,BASELINE_DEPENDENCY,documented,moderate,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,No defensible shared class is asserted; retain the local term and source lineage for later review. Local caveat: GLERL states that collected monitoring data inform forecast models; internal ingestion and update timing are not reconstructed.
AR-4B-IDE-A-003-d733abb9,4B,data/processed/networks/information_dependency_edges.csv,IDE-A-003,OBS-DAT-GLOS-ERDDAP-CRIB,OBS-ORG-CITY-TOLEDO-WATER,ENT-DATA-OBS-DAT-GLOS-ERDDAP-CRIB,ENT-DATA-OBS-ORG-CITY-TOLEDO-WATER,SYS-DATA,SYS-DATA,,,information / observation,monitoring/surveillance interface,monitoring/surveillance interface,exact,exact,OBSERVED_DOCUMENTED,documented,phase4a_glos_crib,,medium,,directed_local_record,system-level,2026 baseline,BASELINE_DEPENDENCY,qualified_documented,unknown,YES,YES,QUALITATIVE_ONLY,NO,VISUALIZATION_AND_QUALITATIVE_REASONING,"Observation, reporting, and decision support are not authority, control, or incidence. Local caveat: Public availability makes the product an available input; a Toledo-specific operational use path is not established."
